id,String
313,http://db.uwaterloo.ca/~galuc/wsdbm/User148
314,"1985-06-04"
315,"4352113"
316,http://db.uwaterloo.ca/~galuc/wsdbm/User149
317,"4000651"
318,http://db.uwaterloo.ca/~galuc/wsdbm/User150
319,"1997-04-20"
320,"6843464"
321,http://db.uwaterloo.ca/~galuc/wsdbm/User151
322,"3669100"
323,http://db.uwaterloo.ca/~galuc/wsdbm/User152
324,"3561438"
325,http://db.uwaterloo.ca/~galuc/wsdbm/User153
326,"9396801"
327,http://db.uwaterloo.ca/~galuc/wsdbm/User154
328,"7273644"
329,http://db.uwaterloo.ca/~galuc/wsdbm/User155
330,"1993-02-11"
331,"3832984"
332,http://db.uwaterloo.ca/~galuc/wsdbm/User156
333,"9658375"
334,http://db.uwaterloo.ca/~galuc/wsdbm/User157
335,"3012716"
336,"6508707"
337,http://db.uwaterloo.ca/~galuc/wsdbm/User158
338,"8154008"
339,http://db.uwaterloo.ca/~galuc/wsdbm/User159
340,"9645719"
341,http://db.uwaterloo.ca/~galuc/wsdbm/User160
342,"9272039"
343,http://db.uwaterloo.ca/~galuc/wsdbm/User161
344,"1979-10-13"
345,"8463232"
346,http://db.uwaterloo.ca/~galuc/wsdbm/User162
347,"1983-11-15"
348,"5569758"
349,http://db.uwaterloo.ca/~galuc/wsdbm/User163
350,"6268199"
351,http://db.uwaterloo.ca/~galuc/wsdbm/User164
352,"1996-06-20"
353,"9250296"
354,http://db.uwaterloo.ca/~galuc/wsdbm/User165
355,"8548087"
356,http://db.uwaterloo.ca/~galuc/wsdbm/User166
357,"8480097"
358,http://db.uwaterloo.ca/~galuc/wsdbm/User167
359,"1850827"
360,http://db.uwaterloo.ca/~galuc/wsdbm/User168
361,"3161111"
362,http://db.uwaterloo.ca/~galuc/wsdbm/User169
363,"7108415"
364,http://db.uwaterloo.ca/~galuc/wsdbm/User170
365,"4087440"
366,http://db.uwaterloo.ca/~galuc/wsdbm/User171
367,"1993-10-04"
368,"4405875"
369,http://db.uwaterloo.ca/~galuc/wsdbm/User172
370,"1615519"
371,http://db.uwaterloo.ca/~galuc/wsdbm/User173
372,"2135407"
373,http://db.uwaterloo.ca/~galuc/wsdbm/User174
374,"1062407"
375,http://db.uwaterloo.ca/~galuc/wsdbm/User175
376,"1080666"
377,http://db.uwaterloo.ca/~galuc/wsdbm/User176
378,"9805203"
379,http://db.uwaterloo.ca/~galuc/wsdbm/User177
380,"8535860"
381,http://db.uwaterloo.ca/~galuc/wsdbm/User178
382,"5499463"
383,http://db.uwaterloo.ca/~galuc/wsdbm/User179
384,"1988-06-27"
385,"4794696"
386,http://db.uwaterloo.ca/~galuc/wsdbm/User180
387,"9413926"
388,http://db.uwaterloo.ca/~galuc/wsdbm/User181
389,"3726217"
390,http://db.uwaterloo.ca/~galuc/wsdbm/User182
391,"2412492"
392,http://db.uwaterloo.ca/~galuc/wsdbm/User183
393,"6667422"
394,http://db.uwaterloo.ca/~galuc/wsdbm/User184
395,"7774784"
396,http://db.uwaterloo.ca/~galuc/wsdbm/User185
397,"5413194"
398,http://db.uwaterloo.ca/~galuc/wsdbm/User186
399,"1228490"
400,http://db.uwaterloo.ca/~galuc/wsdbm/User187
401,"1978-02-22"
402,"5639312"
403,http://db.uwaterloo.ca/~galuc/wsdbm/User188
404,"1978-10-29"
405,"2773098"
406,http://db.uwaterloo.ca/~galuc/wsdbm/User189
407,"5411480"
408,http://db.uwaterloo.ca/~galuc/wsdbm/User190
409,"3042463"
410,http://db.uwaterloo.ca/~galuc/wsdbm/User191
411,"1979-07-01"
412,"8526163"
413,http://db.uwaterloo.ca/~galuc/wsdbm/User192
414,"3413257"
415,http://db.uwaterloo.ca/~galuc/wsdbm/User193
416,"1987-03-02"
417,"5237894"
418,http://db.uwaterloo.ca/~galuc/wsdbm/User194
419,"8479309"
420,"9710141"
421,http://db.uwaterloo.ca/~galuc/wsdbm/User195
422,"6701166"
423,http://db.uwaterloo.ca/~galuc/wsdbm/User196
424,"7938347"
425,http://db.uwaterloo.ca/~galuc/wsdbm/User197
426,"1997-04-03"
427,"6839072"
428,http://db.uwaterloo.ca/~galuc/wsdbm/User198
429,"3871494"
430,http://db.uwaterloo.ca/~galuc/wsdbm/User199
431,"5611726"
432,http://db.uwaterloo.ca/~galuc/wsdbm/User200
433,"1986-10-09"
434,"5357968"
435,http://db.uwaterloo.ca/~galuc/wsdbm/User201
436,"9344555"
437,http://db.uwaterloo.ca/~galuc/wsdbm/User202
438,"3040079"
439,http://db.uwaterloo.ca/~galuc/wsdbm/User203
440,"9849507"
441,http://db.uwaterloo.ca/~galuc/wsdbm/User204
442,"1001775"
443,http://db.uwaterloo.ca/~galuc/wsdbm/User205
444,"1995-10-26"
445,"8637589"
446,http://db.uwaterloo.ca/~galuc/wsdbm/User206
447,"7595979"
448,http://db.uwaterloo.ca/~galuc/wsdbm/User207
449,"1039603"
450,http://db.uwaterloo.ca/~galuc/wsdbm/User208
451,"4323912"
452,http://db.uwaterloo.ca/~galuc/wsdbm/User209
453,"7037104"
454,http://db.uwaterloo.ca/~galuc/wsdbm/User210
455,"1983-12-07"
456,"5254234"
457,http://db.uwaterloo.ca/~galuc/wsdbm/User211
458,"8897297"
459,http://db.uwaterloo.ca/~galuc/wsdbm/User212
460,"6663380"
461,http://db.uwaterloo.ca/~galuc/wsdbm/User213
462,"5612325"
463,"2105386"
464,http://db.uwaterloo.ca/~galuc/wsdbm/User214
465,"3149943"
466,http://db.uwaterloo.ca/~galuc/wsdbm/User215
467,"1978-07-09"
468,"9139725"
469,http://db.uwaterloo.ca/~galuc/wsdbm/User216
470,"1970-06-16"
471,"6149903"
472,http://db.uwaterloo.ca/~galuc/wsdbm/User217
473,"8123971"
474,http://db.uwaterloo.ca/~galuc/wsdbm/User218
475,"7414946"
476,http://db.uwaterloo.ca/~galuc/wsdbm/User219
477,"2180122"
478,http://db.uwaterloo.ca/~galuc/wsdbm/User220
479,"1988-11-23"
480,"7205298"
481,http://db.uwaterloo.ca/~galuc/wsdbm/User221
482,"1986-06-14"
483,"5834150"
484,http://db.uwaterloo.ca/~galuc/wsdbm/User222
485,"1979-11-08"
486,"6428478"
487,http://db.uwaterloo.ca/~galuc/wsdbm/User223
488,"1973-05-29"
489,"8862951"
490,http://db.uwaterloo.ca/~galuc/wsdbm/User224
491,"4047100"
492,http://db.uwaterloo.ca/~galuc/wsdbm/User225
493,"4101406"
494,http://db.uwaterloo.ca/~galuc/wsdbm/User226
495,"8535088"
496,http://db.uwaterloo.ca/~galuc/wsdbm/User227
497,"7927206"
498,http://db.uwaterloo.ca/~galuc/wsdbm/User228
499,"2462419"
500,http://db.uwaterloo.ca/~galuc/wsdbm/User229
501,"1991-10-25"
502,"6627077"
503,http://db.uwaterloo.ca/~galuc/wsdbm/User230
504,"6156260"
505,http://db.uwaterloo.ca/~galuc/wsdbm/User231
506,"5122198"
507,"1999-08-21"
508,"5977760"
509,http://db.uwaterloo.ca/~galuc/wsdbm/User232
510,"1992-01-29"
511,"7637103"
512,http://db.uwaterloo.ca/~galuc/wsdbm/User233
513,"1988-05-30"
514,"8754066"
515,http://db.uwaterloo.ca/~galuc/wsdbm/User234
516,"1929405"
517,http://db.uwaterloo.ca/~galuc/wsdbm/User235
518,"1993-10-07"
519,"8245968"
520,http://db.uwaterloo.ca/~galuc/wsdbm/User236
521,"9724857"
522,http://db.uwaterloo.ca/~galuc/wsdbm/User237
523,"8369885"
524,http://db.uwaterloo.ca/~galuc/wsdbm/User238
525,"6157068"
526,http://db.uwaterloo.ca/~galuc/wsdbm/User239
527,"1974-03-27"
528,"4951767"
529,http://db.uwaterloo.ca/~galuc/wsdbm/User240
530,"8457486"
531,http://db.uwaterloo.ca/~galuc/wsdbm/User241
532,"1973-04-01"
533,"7479685"
534,http://db.uwaterloo.ca/~galuc/wsdbm/User242
535,"6058765"
536,http://db.uwaterloo.ca/~galuc/wsdbm/User243
537,"1989-06-06"
538,"9852211"
539,http://db.uwaterloo.ca/~galuc/wsdbm/User244
540,"4661989"
541,"1833814"
542,http://db.uwaterloo.ca/~galuc/wsdbm/User245
543,"3161180"
544,http://db.uwaterloo.ca/~galuc/wsdbm/User246
545,"1992-06-22"
546,"2105766"
547,http://db.uwaterloo.ca/~galuc/wsdbm/User247
548,"6554543"
549,http://db.uwaterloo.ca/~galuc/wsdbm/User248
550,"2366332"
551,http://db.uwaterloo.ca/~galuc/wsdbm/User249
552,"7097332"
553,http://db.uwaterloo.ca/~galuc/wsdbm/User250
554,"6015745"
555,http://db.uwaterloo.ca/~galuc/wsdbm/User251
556,"5768137"
557,http://db.uwaterloo.ca/~galuc/wsdbm/User252
558,"9265186"
559,http://db.uwaterloo.ca/~galuc/wsdbm/User253
560,"2264378"
561,http://db.uwaterloo.ca/~galuc/wsdbm/User254
562,"1994-06-05"
563,"8131156"
564,http://db.uwaterloo.ca/~galuc/wsdbm/User255
565,"7568952"
566,"4917771"
567,http://db.uwaterloo.ca/~galuc/wsdbm/User256
568,"2803108"
569,http://db.uwaterloo.ca/~galuc/wsdbm/User257
570,"1986-03-25"
571,"9425729"
572,http://db.uwaterloo.ca/~galuc/wsdbm/User258
573,"3705708"
574,http://db.uwaterloo.ca/~galuc/wsdbm/User259
575,"8435903"
576,http://db.uwaterloo.ca/~galuc/wsdbm/User260
577,"8053614"
578,http://db.uwaterloo.ca/~galuc/wsdbm/User261
579,"1727398"
580,http://db.uwaterloo.ca/~galuc/wsdbm/User262
581,"8177930"
582,http://db.uwaterloo.ca/~galuc/wsdbm/User263
583,"2049421"
584,http://db.uwaterloo.ca/~galuc/wsdbm/User264
585,"2640698"
586,http://db.uwaterloo.ca/~galuc/wsdbm/User265
587,"1989-12-11"
588,"9086018"
589,http://db.uwaterloo.ca/~galuc/wsdbm/User266
590,"1974-10-31"
591,"6613975"
592,http://db.uwaterloo.ca/~galuc/wsdbm/User267
593,"1975-06-27"
594,"7615867"
595,http://db.uwaterloo.ca/~galuc/wsdbm/User268
596,"1982-04-23"
597,"3622352"
598,http://db.uwaterloo.ca/~galuc/wsdbm/User269
599,"1789101"
600,http://db.uwaterloo.ca/~galuc/wsdbm/User270
601,"1455408"
602,http://db.uwaterloo.ca/~galuc/wsdbm/User271
603,"8147280"
604,http://db.uwaterloo.ca/~galuc/wsdbm/User272
605,"1985-09-03"
606,"3786601"
607,http://db.uwaterloo.ca/~galuc/wsdbm/User273
608,"1706441"
609,http://db.uwaterloo.ca/~galuc/wsdbm/User274
610,"5205942"
611,http://db.uwaterloo.ca/~galuc/wsdbm/User275
612,"3108889"
613,http://db.uwaterloo.ca/~galuc/wsdbm/User276
614,"9275468"
615,http://db.uwaterloo.ca/~galuc/wsdbm/User277
616,"7412945"
617,http://db.uwaterloo.ca/~galuc/wsdbm/User278
618,"1994-11-07"
619,"5168555"
620,http://db.uwaterloo.ca/~galuc/wsdbm/User279
621,"4063654"
622,http://db.uwaterloo.ca/~galuc/wsdbm/User280
623,"1113017"
624,http://db.uwaterloo.ca/~galuc/wsdbm/User281
625,"3794746"
626,http://db.uwaterloo.ca/~galuc/wsdbm/User282
627,"6936919"
628,"6653413"
629,http://db.uwaterloo.ca/~galuc/wsdbm/User283
630,"1984-04-06"
631,"5651813"
632,http://db.uwaterloo.ca/~galuc/wsdbm/User284
633,"2077920"
634,"1995-09-12"
635,"5345605"
636,http://db.uwaterloo.ca/~galuc/wsdbm/User285
637,"1973-06-17"
638,"2363568"
639,http://db.uwaterloo.ca/~galuc/wsdbm/User286
640,"6257902"
641,http://db.uwaterloo.ca/~galuc/wsdbm/User287
642,"4765967"
643,http://db.uwaterloo.ca/~galuc/wsdbm/User288
644,"5548309"
645,http://db.uwaterloo.ca/~galuc/wsdbm/User289
646,"4854928"
647,http://db.uwaterloo.ca/~galuc/wsdbm/User290
648,"3966069"
649,http://db.uwaterloo.ca/~galuc/wsdbm/User291
650,"1338943"
651,http://db.uwaterloo.ca/~galuc/wsdbm/User292
652,"1997668"
653,http://db.uwaterloo.ca/~galuc/wsdbm/User293
654,"9972057"
655,http://db.uwaterloo.ca/~galuc/wsdbm/User294
656,"6057352"
657,http://db.uwaterloo.ca/~galuc/wsdbm/User295
658,"1556839"
659,http://db.uwaterloo.ca/~galuc/wsdbm/User296
660,"4750075"
661,http://db.uwaterloo.ca/~galuc/wsdbm/User297
662,"2781805"
663,http://db.uwaterloo.ca/~galuc/wsdbm/User298
664,"4763933"
665,http://db.uwaterloo.ca/~galuc/wsdbm/User299
666,"1997-07-24"
667,"9573229"
668,http://db.uwaterloo.ca/~galuc/wsdbm/User300
669,"4697786"
670,"9654088"
671,http://db.uwaterloo.ca/~galuc/wsdbm/User301
672,"6728759"
673,"6505505"
674,http://db.uwaterloo.ca/~galuc/wsdbm/User302
675,"4148224"
676,http://db.uwaterloo.ca/~galuc/wsdbm/User303
677,"1979-01-25"
678,"2574730"
679,http://db.uwaterloo.ca/~galuc/wsdbm/User304
680,"1974-10-23"
681,"6091235"
682,http://db.uwaterloo.ca/~galuc/wsdbm/User305
683,"1993-05-31"
684,"4354421"
685,http://db.uwaterloo.ca/~galuc/wsdbm/User306
686,"2955033"
687,http://db.uwaterloo.ca/~galuc/wsdbm/User307
688,"1984-07-08"
689,"7783527"
690,http://db.uwaterloo.ca/~galuc/wsdbm/User308
691,"4495942"
692,http://db.uwaterloo.ca/~galuc/wsdbm/User309
693,"6345753"
694,http://db.uwaterloo.ca/~galuc/wsdbm/User310
695,"5495446"
696,http://db.uwaterloo.ca/~galuc/wsdbm/User311
697,"6173876"
698,http://db.uwaterloo.ca/~galuc/wsdbm/User312
699,"4905794"
700,http://db.uwaterloo.ca/~galuc/wsdbm/User313
701,"6921909"
702,http://db.uwaterloo.ca/~galuc/wsdbm/User314
703,"2070725"
704,http://db.uwaterloo.ca/~galuc/wsdbm/User315
705,"3901079"
706,http://db.uwaterloo.ca/~galuc/wsdbm/User316
707,"6795424"
708,http://db.uwaterloo.ca/~galuc/wsdbm/User317
709,"8448940"
710,http://db.uwaterloo.ca/~galuc/wsdbm/User318
711,"3883638"
712,http://db.uwaterloo.ca/~galuc/wsdbm/User319
713,"9276749"
714,"9023614"
715,http://db.uwaterloo.ca/~galuc/wsdbm/User320
716,"7406934"
717,http://db.uwaterloo.ca/~galuc/wsdbm/User321
718,"6590548"
719,http://db.uwaterloo.ca/~galuc/wsdbm/User322
720,"2784377"
721,"9775589"
722,http://db.uwaterloo.ca/~galuc/wsdbm/User323
723,"5644755"
724,http://db.uwaterloo.ca/~galuc/wsdbm/User324
725,"1989-04-22"
726,"2822000"
727,http://db.uwaterloo.ca/~galuc/wsdbm/User325
728,"7141279"
729,http://db.uwaterloo.ca/~galuc/wsdbm/User326
730,"3569507"
731,http://db.uwaterloo.ca/~galuc/wsdbm/User327
732,"9201290"
733,http://db.uwaterloo.ca/~galuc/wsdbm/User328
734,"8473794"
735,http://db.uwaterloo.ca/~galuc/wsdbm/User329
736,"8400402"
737,http://db.uwaterloo.ca/~galuc/wsdbm/User330
738,"1978-09-18"
739,"7080204"
740,http://db.uwaterloo.ca/~galuc/wsdbm/User331
741,"1970-02-10"
742,"1684056"
743,http://db.uwaterloo.ca/~galuc/wsdbm/User332
744,"6335026"
745,http://db.uwaterloo.ca/~galuc/wsdbm/User333
746,"1970-06-25"
747,"7108998"
748,http://db.uwaterloo.ca/~galuc/wsdbm/User334
749,"2534535"
750,http://db.uwaterloo.ca/~galuc/wsdbm/User335
751,"2486847"
752,http://db.uwaterloo.ca/~galuc/wsdbm/User336
753,"7958493"
754,http://db.uwaterloo.ca/~galuc/wsdbm/User337
755,"2150141"
756,http://db.uwaterloo.ca/~galuc/wsdbm/User338
757,"8486434"
758,http://db.uwaterloo.ca/~galuc/wsdbm/User339
759,"3805220"
760,http://db.uwaterloo.ca/~galuc/wsdbm/User340
761,"5030445"
762,http://db.uwaterloo.ca/~galuc/wsdbm/User341
763,"3275287"
764,http://db.uwaterloo.ca/~galuc/wsdbm/User342
765,"1053568"
766,http://db.uwaterloo.ca/~galuc/wsdbm/User343
767,"9239019"
768,"1989-05-28"
769,"6158395"
770,http://db.uwaterloo.ca/~galuc/wsdbm/User344
771,"4410317"
772,"1970-05-18"
773,"6331200"
774,http://db.uwaterloo.ca/~galuc/wsdbm/User345
775,"5461799"
776,http://db.uwaterloo.ca/~galuc/wsdbm/User346
777,"1991-09-28"
778,"9950273"
779,http://db.uwaterloo.ca/~galuc/wsdbm/User347
780,"6178757"
781,http://db.uwaterloo.ca/~galuc/wsdbm/User348
782,"3773901"
783,"4981989"
